
""
"Kontostand vom 05.02.2024:";"10000 EUR"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz"
2017-05-04;1998-01-29;Abgelehnt;Meinhard Werner;Edgar Schmidt;Sunt minima iusto nesciunt corrupti quos molestias.;Lastschrift;DE47681655898560210467;137,41;132065144932484662;914606475766715884;257467557736701635
2005-11-25;1977-05-25;Abgelehnt;Augusta Gierschner B.A.;Wolfgang Heydrich;Adipisci libero corporis nisi odio quod.;Lastschrift;DE89435320834308312083;-160,86;769802239544128331;686686470247998445;079738264923517745
2002-06-05;1985-06-06;Abgelehnt;Frieda Killer;Heinz-Günther auch Schlauchin;Odio ratione culpa quia totam fuga minus.;Lastschrift;DE08693721562643368899;565,32;158204296890898843;426116751532442012;400470021576823817
2012-11-25;1996-11-15;Abgelehnt;Ing. Hanny Weiß;Univ.Prof. Kläre Henschel;Maxime harum blanditiis ullam.;Lastschrift;DE46017346886170065575;-294,66;533049864471762040;698749075275482046;661419750537978237
1978-07-17;1988-03-14;Abgelehnt;Katarzyna Nette B.A.;Jonas Boucsein-Gude;Minus ex quasi harum repellendus rerum omnis.;Überweisung;DE14696639236557279365;-39,13;447188150005004953;339837238319418762;497694810835543147
1974-09-01;1989-01-11;Erfolgreich;Univ.Prof. Karen Holzapfel;Ing. Stella Steckel;Autem sequi optio quisquam perspiciatis.;Überweisung;DE15303133828488853766;682,96;282796894998666023;486729091184239012;470971733509354494
2009-09-12;1997-08-12;Erfolgreich;Prof. Ilja Schwital;Michaela Noack;Cumque voluptates facilis harum id laborum explicabo aut.;Überweisung;DE36491877537915858182;-876,69;293472191056669313;719045548305870487;589358802788533806
2009-10-06;2018-05-08;Erfolgreich;Silvester Rust;Franca Hecker B.A.;Dolores est voluptatibus voluptatem inventore eveniet.;Lastschrift;DE94247568916557618254;193,5;421405834773929832;095778036073025859;115240339784496449
1976-12-29;1991-05-29;Abgelehnt;Dr. Meike Pärtzelt MBA.;Univ.Prof. Jerzy Conradi;Quam cupiditate a fugiat similique similique laudantium.;Überweisung;DE92298759374018287995;249,6;551153945004187118;925243571236360742;407800317806968066
2018-12-27;2020-08-11;Erfolgreich;Ivanka Rosenow;Dipl.-Ing. Almut Wagenknecht B.Eng.;Repellendus culpa odit nobis sint autem.;Lastschrift;DE38683405466663331946;229,25;034923461008170331;627487423171200323;980570266432697255
2004-05-09;1971-05-12;Erfolgreich;Herr Burghard Hörle B.Sc.;Prof. Siegward Keudel;Pariatur soluta neque quae numquam veritatis.;Überweisung;DE92440004028759151159;705,99;632041373970945186;051364223001890608;214182279267960408
2023-07-22;2002-10-28;Abgelehnt;Univ.Prof. Rolf Bähr B.Sc.;Renata Schüler;Molestiae culpa eaque quam beatae.;Überweisung;DE59339626812613212288;-305,87;640375710434126793;044314918201760173;178306636486925225
1996-04-20;2017-12-02;Abgelehnt;Nikolaos Pechel;Silvana Römer;Natus sed laborum dolore occaecati.;Lastschrift;DE74780475146815344856;763,86;241800209485576724;064430551431134342;477812850714326824
1999-03-12;1988-09-20;Erfolgreich;Dipl.-Ing. Sabri Niemeier B.Eng.;Frau Ann Müller B.Sc.;Hic quia repudiandae enim quod soluta cumque et.;Lastschrift;DE09832322607946027836;873,19;910301208911377673;680312299192740778;250790807831849917
1981-06-30;1971-10-05;Erfolgreich;Iris Geißler;William Staude MBA.;Quasi aut nesciunt quo quibusdam eos adipisci.;Überweisung;DE30324774753777541320;888,61;818899896024916324;163571517436355425;869970670412693848
1988-12-13;2015-05-09;Abgelehnt;Herwig Schottin-Plath;Dragan Gröttner;Laborum fugit sequi corporis quam eaque laboriosam alias.;Überweisung;DE12317157982937537617;-648,4;444851647587801573;069356897469377269;901807892424510300
2016-04-04;2001-08-10;Abgelehnt;Annamaria Staude MBA.;Prof. Gordon Weimer B.Sc.;Ratione porro voluptatem optio perferendis repellendus.;Überweisung;DE32374852721578939586;-334,0;389894449569805043;168048460704097592;613963907116007638
1974-11-02;2006-11-10;Abgelehnt;Simon Johann-Thies;Olaf Rogner;Recusandae ad magnam reiciendis dolor.;Überweisung;DE94924969644604517615;476,82;283616604390793284;454712822017087007;028364298251242355
1972-04-27;1976-05-12;Abgelehnt;Eva-Maria Pölitz-Schönland;Univ.Prof. Krista Hornig B.Sc.;Ut quis animi earum.;Überweisung;DE56559077355659452641;885,56;868396610167068646;072820850859133766;513356968031300115
1987-12-13;1986-09-26;Erfolgreich;Nadia Rosenow MBA.;Ingrid Haering;Pariatur blanditiis nisi tempora deleniti.;Lastschrift;DE87503620086803205731;-938,2;674072698638437203;689215336446041758;642506366252696160
1979-11-12;2001-11-18;Erfolgreich;Herr Ioannis Hänel B.Eng.;Lilli Jäkel MBA.;Facilis officia id eum placeat fuga quasi eligendi.;Überweisung;DE04231702058124829842;257,26;298340213069426284;361660613343832120;221771016922589503
2000-11-25;1978-12-13;Erfolgreich;Katharina Eimer-Trupp;Univ.Prof. Arnd Striebitz;Accusamus iure voluptates impedit.;Überweisung;DE29273566829028761501;-24,57;004134092602888767;352068606365009848;283006944277934161
2005-01-01;1998-07-24;Abgelehnt;Annett Müller MBA.;Oskar Flantz B.Eng.;Rerum earum maxime omnis illo nisi.;Überweisung;DE44235521249280493315;485,79;486092824089700798;031057801192333059;307997882529547547
1971-02-15;1992-05-16;Abgelehnt;Dipl.-Ing. Cemil Neureuther B.A.;Brita Hauffer;A quam nesciunt quis dolorem tempora.;Lastschrift;DE44398401818810743601;615,24;959154592773918084;498950683770622803;594564345005192973
2013-05-13;1990-03-05;Erfolgreich;Cläre Textor MBA.;Dipl.-Ing. Marina Kabus MBA.;Repudiandae porro ad tenetur aliquam qui veritatis.;Überweisung;DE83477513171443852563;-653,69;385716094994817055;789656700011297780;685584101556316537
2014-06-16;2007-03-09;Abgelehnt;Anita Heidrich;Marietta Stumpf;Cumque explicabo fuga sunt odit iusto.;Lastschrift;DE35611997656642388502;-627,08;978898909750955316;978302226772105526;069203130756879884
2009-05-03;1974-02-06;Abgelehnt;Lotte Kranz;Dierk Junck B.Sc.;Nostrum corrupti dignissimos reprehenderit tenetur.;Lastschrift;DE08738216295801548547;-250,09;621348773550804667;580161284739561754;302004099530915768
2001-09-16;2001-10-26;Erfolgreich;Emil Steckel;Henryk Mielcarek B.Sc.;Laudantium vero iste voluptatem veniam consequuntur.;Überweisung;DE34690247371120985666;76,69;215739281158404022;165405823316555563;106512661317754508
2022-09-14;1999-04-03;Erfolgreich;Ing. Helga Krein;Marcella Lindner;Numquam ab fugit fugit debitis architecto error.;Lastschrift;DE38687848233059273900;273,78;690490831650183461;509514363211788765;376423630981946285
2000-02-26;1994-02-20;Erfolgreich;Matteo Jockel;Vinko Meyer;Accusamus quas dicta assumenda totam optio ea beatae.;Überweisung;DE96423632737734860993;-304,61;750392699150280733;495722923669112866;050238658469594918
1999-08-03;2018-03-19;Erfolgreich;Hartmut Wagner;Wanda Girschner;Odit quo doloremque.;Lastschrift;DE37139701934913810966;943,38;181310900386331207;920607995724740841;381078057259418879
2018-12-04;1988-06-09;Erfolgreich;Frau Katarina Wernecke B.A.;Cläre Warmer;Voluptates a consectetur.;Überweisung;DE23956796049463739872;311,77;682541147548804173;710776787505873978;393246159514936865
1989-09-29;1993-01-29;Abgelehnt;Univ.Prof. Sofie Beyer;Friedl Hecker;Quis nulla velit reiciendis fugit modi.;Überweisung;DE29082503196152668327;185,31;015232686467753181;186634702907136071;063996208329462910
1977-10-29;1978-07-25;Abgelehnt;Almut Kobelt;Ing. Maximilian Stahr B.Eng.;Dolorum esse quis ea.;Überweisung;DE98514242487344513406;-354,39;807723561195382430;984395500866078301;540350054847359418
1988-06-16;2001-11-04;Abgelehnt;Prof. Doris Möchlichen B.A.;Hans-Detlef Cichorius;Unde perferendis facere.;Überweisung;DE63894884137120436612;969,73;641034981888859037;375725436789036050;907797838824661991
1995-04-03;1983-05-08;Abgelehnt;Orhan Kreusel;Joseph Heser MBA.;Dolorum consequatur magnam.;Überweisung;DE29373042311957662240;-539,29;337489541946970941;723886109662177596;693384204537490357
1986-02-20;2021-11-03;Erfolgreich;Torben Metz;Dipl.-Ing. Gülay Jungfer B.Sc.;Atque nihil explicabo quia.;Lastschrift;DE41918270407469853000;-325,96;340845334770395291;019519597496368211;885318584456456549
2003-01-14;1996-11-12;Erfolgreich;Uwe Kramer;Erwin Wiek;Dolor ullam nulla dicta sequi.;Überweisung;DE55860614891208189616;688,24;144176825619733992;747495198482920089;125921016511901088
1977-11-01;1976-10-07;Erfolgreich;Raisa Krebs MBA.;Kristian Heser;Provident dolorem assumenda dolorum qui est.;Lastschrift;DE30693277894653405723;439,98;410205906740128725;600756543509871535;972753544050928501
2009-09-03;1973-12-16;Erfolgreich;Univ.Prof. Frederic Klemm;Ing. Ernestine Flantz;Error doloribus modi recusandae culpa beatae.;Überweisung;DE71691935592476760381;953,13;671316848218467304;219848423830355038;041331154064862849
2019-10-31;1978-05-06;Erfolgreich;Prof. Janina Geißler;Friedhilde Gude;Tempore accusamus aliquid quasi sit culpa impedit.;Lastschrift;DE08456560645704855341;-165,4;579320290701025129;632961789316838108;705478438128810820
2002-12-16;1988-02-18;Abgelehnt;Danuta Freudenberger;Magarete Lange B.A.;Facilis repellat saepe nam vel reprehenderit.;Lastschrift;DE09432424329257905998;-944,67;608550818523216073;975957345009090744;645127779997948705
1995-07-30;2003-11-07;Erfolgreich;Prof. Veronique Weimer;Marten Ladeck;Culpa optio eaque illum delectus eaque autem.;Lastschrift;DE71394407314861662433;-182,63;951903134274431207;099357152999107654;518727835121730566
1992-10-06;1998-11-17;Abgelehnt;Clarissa Ditschlerin B.Eng.;Constanze Martin;Alias commodi praesentium explicabo quidem.;Lastschrift;DE95992624583902988311;901,86;975772679079688076;898692520037774149;777589936148508530
2013-12-25;1971-04-19;Abgelehnt;Emmerich Stoll;Ehrentraud Holt-Beer;Voluptas perspiciatis laborum.;Überweisung;DE78514935466632978491;483,33;290829084528396404;091419890066324765;524065698443081197
2001-01-24;2012-10-10;Erfolgreich;Katharine Hiller;Prof. Karl-Heinz Pechel B.A.;Nobis totam suscipit corrupti perspiciatis.;Lastschrift;DE38243265501195297248;669,46;257851313215387379;618431456343650306;597015060449234369
2023-11-12;1999-03-27;Abgelehnt;Univ.Prof. Julian Förster;Ing. Friedhilde Gerlach;Quae id ab corrupti.;Lastschrift;DE38949345989619408911;892,08;604250352556112236;995001457400822341;019365207795862524
1974-10-20;1982-01-19;Abgelehnt;Patrik Kuhl B.A.;Rosi Gieß-Eimer;Qui culpa non in quos laboriosam a.;Überweisung;DE67460132825547634513;580,05;950493906676387224;183928261921274472;381110683758165087
1971-06-15;1982-05-03;Erfolgreich;Wiltrud Hornig;Herr Alexej Ziegert;Quas sit voluptas quas reprehenderit nihil ullam.;Überweisung;DE83592619382731582892;528,91;109192029978212563;725794728995543170;831180900611392648
2002-06-11;1975-06-21;Erfolgreich;Sigismund Finke-Heydrich;Dr. Elwira Schmiedt;Omnis numquam labore.;Überweisung;DE93132006158443304425;304,38;369647526280563422;564623175598822935;340231873630391010
1994-03-15;2015-05-18;Abgelehnt;Ann-Kathrin Förster-Dussen van;Kasimir Beier;Voluptatum expedita ea quo officia.;Überweisung;DE39105958385021348339;-107,84;723330398141723297;395914235949014737;778897011045355493
1989-11-12;2021-07-20;Erfolgreich;Dr. Anne Trupp B.Sc.;Heinz-Gerd Fritsch;Ratione fugit laborum quo veritatis corporis.;Lastschrift;DE05020421930611654499;-643,86;762116806281202471;211821499931866180;668109297900519120
2015-04-18;2014-07-18;Erfolgreich;Geraldine Beckmann;Ivonne Kranz;Voluptas ad ullam consequatur.;Lastschrift;DE84737937645370853515;-271,41;758323474040801250;797057721808832919;523477101995219975
1991-05-07;1985-05-02;Erfolgreich;Janette Winkler;Immo Trüb;Unde necessitatibus sit excepturi aperiam.;Überweisung;DE22706917497298114871;721,64;535353784193287457;925578659052791186;509669053460805192
1977-04-02;1982-12-21;Erfolgreich;Herr Stjepan Gieß;Frau Liliana Blümel;Perspiciatis magni quia dicta.;Lastschrift;DE79910772926125115774;295,98;229955337469271201;314113071503116779;805636500508370136
1995-12-15;2005-01-03;Erfolgreich;Cynthia Adolph B.Sc.;Katharine Schaaf-Hövel;Iusto quae similique esse molestias molestiae aut.;Lastschrift;DE23268668265191458199;313,99;399387275453534716;779223765240816158;234642587482086497
2011-10-17;2012-01-08;Abgelehnt;Dr. Burkhardt Riehl;Nelly Hein;Consectetur esse dolor vel.;Überweisung;DE79630398744998163156;-680,26;708756226587678348;218811867287648043;621088324195768419
1971-11-16;2013-05-06;Erfolgreich;Mareike Eckbauer;Theo Metz;Suscipit quos ratione magnam laborum minus.;Lastschrift;DE85044403927491972538;-911,02;403097986136235437;776250998870887896;127942103535982923
1972-09-13;2012-05-26;Erfolgreich;Gerd Wohlgemut;Emilia Köster;Velit occaecati ipsam cupiditate.;Lastschrift;DE79998866924988318524;667,09;648314047527134750;731512808006013299;733194016771426788
2000-08-16;1991-05-28;Abgelehnt;Sigrun Dobes;Antonietta Putz;Id magnam aperiam quisquam ratione reprehenderit vel.;Lastschrift;DE50344833531402878666;-947,09;965875047123890134;875153475114634826;690964533549653312
1983-02-20;2011-09-18;Abgelehnt;Edmund Haase-Römer;Astrid Schinke;Deleniti incidunt est atque numquam.;Überweisung;DE78257296114443371814;-38,26;663962276026179378;018937718733982975;799603451134742235
2004-02-10;2018-08-27;Erfolgreich;Dipl.-Ing. Torben Ritter B.Sc.;Hans Löchel;Error ea expedita doloribus voluptas nesciunt repellendus.;Lastschrift;DE98492823106708921577;-448,41;120742994716036664;349603060653165682;887230451848575260
1980-11-09;1999-04-17;Abgelehnt;Klemens Jungfer;Philippe Wilmsen;Perferendis illum adipisci velit.;Überweisung;DE50398810296522717721;-700,14;577534227903082110;993144132785722164;656899641414076796
1997-08-06;1978-05-08;Abgelehnt;Otto Weimer-Geisler;Mikhail Budig B.A.;Assumenda repudiandae corporis dignissimos inventore dolor.;Lastschrift;DE93067431309807199067;888,66;157092495403758546;181274441544600197;989350372999669610
2009-09-09;2010-10-05;Erfolgreich;Sigmund Renner B.Sc.;Grzegorz Bohnbach B.A.;Rem accusantium corporis.;Überweisung;DE04135708240964390610;974,75;288999290433240690;374941948712298395;195817652155440298
2006-10-13;1978-03-23;Abgelehnt;William Caspar B.Sc.;Juri Bolander;Asperiores fuga delectus illum.;Lastschrift;DE77056347528014325879;-593,33;919958709910331015;401888761584610491;107065163794985380
2016-08-21;1986-01-18;Abgelehnt;Thorben Roskoth;Prof. Heinz-Peter Mentzel B.A.;Fugiat quidem beatae nostrum.;Lastschrift;DE76367567914954400526;499,94;051069978554236633;944967436365646510;607980791978286618
1985-06-22;1985-01-28;Erfolgreich;Frau Ludmila Liebelt;Verena Mielcarek;Eligendi error sed similique modi.;Lastschrift;DE28139842241291923004;-270,72;828751889342062931;552328119887729894;431730186535920855
1976-10-31;2023-04-07;Abgelehnt;Rouven Lorch;Hassan Textor;Aliquam labore placeat similique totam nulla.;Lastschrift;DE40883858910269812133;-37,65;335255871207367058;145182490799464107;734946369163894919
2021-12-01;2000-09-17;Erfolgreich;Dr. Slawomir Klingelhöfer;Orhan Flantz;Quaerat quae exercitationem provident temporibus aliquid repellat.;Lastschrift;DE39201753288048692167;540,58;282040813239971127;224163806658365991;649201010376038861
2011-06-24;1975-08-07;Abgelehnt;Hella Scholl-Juncken;Gundula Margraf;Voluptates corrupti libero voluptate id.;Lastschrift;DE68357385885255445890;-710,59;920460714275745391;376582704867985637;615375350691019355
2004-04-25;2005-09-26;Abgelehnt;Hilma Gute MBA.;Sabrina Bähr;Alias architecto cumque culpa.;Lastschrift;DE79445878954689384491;489,47;062495522761450699;587381439416531891;683875907241525971
2012-07-30;2009-08-30;Abgelehnt;Bekir Weinhage;Caren Schottin;Possimus beatae aperiam dolore fugiat.;Überweisung;DE88288681309311858531;-675,9;106253685048852688;828365272858377729;545730330899509345
2010-03-02;1970-03-23;Abgelehnt;Theodora Junck-Schleich;Vincenzo Vollbrecht;Maiores saepe dignissimos hic ullam molestiae cum.;Überweisung;DE75617387496890594848;-368,96;891065998409263605;928011310376970820;263009313418834300
2023-12-30;2002-03-10;Erfolgreich;Anatoli Schmiedecke;Paul-Gerhard Langern;Fugit nihil vero alias libero.;Überweisung;DE62918247875537961833;-410,86;834621810871792663;140026515817693722;672580174790702541
1991-01-13;1977-01-21;Abgelehnt;Georgia Kade;Carolina Carsten;Similique ex suscipit ut.;Überweisung;DE05165239238992806891;-776,88;978321873781978445;741968895010977305;663750921630478112
1988-06-02;1997-04-28;Abgelehnt;Marek Naser;Phillip Scheel-Kallert;Aliquid adipisci ipsam nihil nostrum.;Überweisung;DE73937062768131330462;-360,72;050684194458915126;095271357629670173;478103535423761385
1977-06-23;1980-06-03;Erfolgreich;Lissi Drubin-Krebs;Dipl.-Ing. Orhan Johann;Quod perspiciatis quasi enim.;Überweisung;DE42085117172773977148;204,19;236141427760162758;758774796279909804;412782510673244024
2021-05-07;1988-09-17;Abgelehnt;Susana Naser;Maurice Krein-Gunpf;Omnis neque itaque.;Überweisung;DE44391382384513938264;751,04;863243634188461121;999760670868677971;802713831740184970
1981-06-09;2022-09-21;Erfolgreich;Ing. Veronika Mude B.Sc.;Jasmina Oderwald MBA.;Quod blanditiis at nam alias.;Lastschrift;DE48168583331887601342;128,32;769887057281373668;962532222477274038;537478054485079773
2017-06-25;2012-12-29;Abgelehnt;Henrik Pärtzelt;Annemarie Bachmann-Beyer;Laborum earum repellat quasi nostrum.;Lastschrift;DE97856072964824903283;-655,4;545684389398773453;255314429698145523;183848013028905845
2011-03-14;2005-05-29;Abgelehnt;Slavko Hahn;Liselotte Hölzenbecher B.A.;Eos hic commodi tenetur aliquam nihil.;Lastschrift;DE04312218411857348251;-566,14;111564339442171415;968389521369274585;535057753916752322
1987-11-28;2000-07-19;Abgelehnt;Galina Wulff;Timo Rosenow-Pruschke;Rem nisi accusantium ratione.;Überweisung;DE35526235722469324796;-80,76;422039067672823200;294860769002394930;203147358156097832
2018-07-19;1979-12-08;Erfolgreich;Baptist Wohlgemut;Marcel Etzold;Temporibus quod voluptate accusamus reprehenderit dolore voluptatum.;Überweisung;DE77797307777658850486;871,63;954117545298497125;757818540898003896;737442390420158425
2011-06-23;2019-01-06;Erfolgreich;Dr. Maya Hettner;Dipl.-Ing. Freya Renner;Aliquam quasi quam impedit pariatur iusto itaque.;Überweisung;DE52599469664802002659;310,75;170963172732839608;793272279696160970;547246273319441813
2023-08-01;2022-05-14;Erfolgreich;Berndt Jähn;Violetta Girschner;Commodi aperiam animi eveniet quo sequi sunt cum.;Lastschrift;DE05926934261556624823;-841,37;381005623162809787;288222765864195506;727853606045712271
