"Girokonto";"DE1234567890123456789"
""
"Kontostand vom 14.03.2024:";"13.735,91 €"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz"
"16.06.24";"16.06.24";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-1101,48";"";"";""
"18.06.24";"18.06.24";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-147,64";"";"";""
"19.06.24";"19.06.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-53,50";"";"";""
"22.06.24";"22.06.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-97,70";"";"";""
"25.06.24";"25.06.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-55,81";"";"";""
"27.06.24";"27.06.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-82,65";"";"";""
"30.06.24";"30.06.24";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-104,90";"";"";""
"02.07.24";"02.07.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-48,04";"";"";""
"04.07.24";"04.07.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-118,96";"";"";""
"05.07.24";"05.07.24";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-85,71";"";"";""
"07.08.24";"07.08.24";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+3803,60";"";"";""
"09.08.24";"09.08.24";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-1340,49";"";"";""
"12.08.24";"12.08.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-89,63";"";"";""
"15.08.24";"15.08.24";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-65,65";"";"";""
"18.08.24";"18.08.24";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-134,69";"";"";""
"20.08.24";"20.08.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-14,00";"";"";""
"23.08.24";"23.08.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-49,92";"";"";""
"25.08.24";"25.08.24";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-92,45";"";"";""
"28.08.24";"28.08.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-162,25";"";"";""
"29.08.24";"29.08.24";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-68,82";"";"";""
"30.08.24";"30.08.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-158,16";"";"";""
"02.09.24";"02.09.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-40,01";"";"";""
"04.10.24";"04.10.24";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4332,60";"";"";""
"07.10.24";"07.10.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-94,00";"";"";""
"08.10.24";"08.10.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-132,83";"";"";""
"11.10.24";"11.10.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-149,02";"";"";""
"14.10.24";"14.10.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-101,84";"";"";""
"16.10.24";"16.10.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-183,62";"";"";""
"19.10.24";"19.10.24";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-204,55";"";"";""
"22.10.24";"22.10.24";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-1801,23";"";"";""
"23.10.24";"23.10.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-100,50";"";"";""
"26.10.24";"26.10.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-113,04";"";"";""
"28.10.24";"28.10.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-140,72";"";"";""
"30.10.24";"30.10.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-66,43";"";"";""
"01.12.24";"01.12.24";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+3434,00";"";"";""
"04.12.24";"04.12.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-177,85";"";"";""
"07.12.24";"07.12.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-55,79";"";"";""
"08.12.24";"08.12.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-170,17";"";"";""
"09.12.24";"09.12.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-42,79";"";"";""
"12.12.24";"12.12.24";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-96,33";"";"";""
"13.12.24";"13.12.24";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-866,43";"";"";""
"14.12.24";"14.12.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-24,18";"";"";""
"16.12.24";"16.12.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-61,10";"";"";""
"18.12.24";"18.12.24";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-297,87";"";"";""
"19.12.24";"19.12.24";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-141,97";"";"";""
"21.12.24";"21.12.24";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-47,63";"";"";""
"23.01.25";"23.01.25";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+2373,35";"";"";""
"24.01.25";"24.01.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-96,53";"";"";""
"26.01.25";"26.01.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-53,67";"";"";""
"29.01.25";"29.01.25";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-155,69";"";"";""
"30.01.25";"30.01.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-193,26";"";"";""
"01.02.25";"01.02.25";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-1485,80";"";"";""
"03.02.25";"03.02.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-111,61";"";"";""
"04.02.25";"04.02.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-64,79";"";"";""
"07.02.25";"07.02.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-155,84";"";"";""
"08.02.25";"08.02.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-38,11";"";"";""
"09.02.25";"09.02.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-61,83";"";"";""
"10.02.25";"10.02.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-56,89";"";"";""
"13.03.25";"13.03.25";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4212,50";"";"";""
"15.03.25";"15.03.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-91,97";"";"";""
"18.03.25";"18.03.25";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-126,89";"";"";""
"20.03.25";"20.03.25";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-86,29";"";"";""
"21.03.25";"21.03.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-83,97";"";"";""
"23.03.25";"23.03.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-107,64";"";"";""
"26.03.25";"26.03.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-174,18";"";"";""
"27.03.25";"27.03.25";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-89,59";"";"";""
"28.03.25";"28.03.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-127,84";"";"";""
"30.03.25";"30.03.25";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-1247,22";"";"";""
"01.04.25";"01.04.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-190,96";"";"";""
"04.04.25";"04.04.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-118,50";"";"";""
"05.05.25";"05.05.25";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4427,98";"";"";""
"08.05.25";"08.05.25";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-92,49";"";"";""
"10.05.25";"10.05.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-58,60";"";"";""
"11.05.25";"11.05.25";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-25,66";"";"";""
"12.05.25";"12.05.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-121,60";"";"";""
"13.05.25";"13.05.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-149,79";"";"";""
"14.05.25";"14.05.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-48,64";"";"";""
"15.05.25";"15.05.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-131,90";"";"";""
"17.05.25";"17.05.25";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-798,93";"";"";""
"19.05.25";"19.05.25";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-19,70";"";"";""
"20.05.25";"20.05.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-142,65";"";"";""
"22.05.25";"22.05.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-78,48";"";"";""
"23.06.25";"23.06.25";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4305,85";"";"";""
"26.06.25";"26.06.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-125,48";"";"";""
"28.06.25";"28.06.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-31,69";"";"";""
"29.06.25";"29.06.25";"Abgeschlossen";"Max Mustermann";"Kinoabend";"Kino";"";"DE4567890123456789012";"-33,37";"";"";""
"01.07.25";"01.07.25";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-24,07";"";"";""
"03.07.25";"03.07.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-69,16";"";"";""
"05.07.25";"05.07.25";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-300,47";"";"";""
"06.07.25";"06.07.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-82,37";"";"";""
"07.07.25";"07.07.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-113,48";"";"";""
"09.07.25";"09.07.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-135,88";"";"";""
"12.07.25";"12.07.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-175,68";"";"";""
"14.07.25";"14.07.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-131,92";"";"";""
"16.08.25";"16.08.25";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+3917,55";"";"";""
"17.08.25";"17.08.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-53,77";"";"";""
"18.08.25";"18.08.25";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-201,51";"";"";""
"19.08.25";"19.08.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-76,47";"";"";""
"21.08.25";"21.08.25";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-206,61";"";"";""
"22.08.25";"22.08.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-53,01";"";"";""
"25.08.25";"25.08.25";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-118,28";"";"";""
"26.08.25";"26.08.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-122,65";"";"";""
"27.08.25";"27.08.25";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-57,87";"";"";""
"29.08.25";"29.08.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-74,12";"";"";""
"01.09.25";"01.09.25";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-122,55";"";"";""
"04.09.25";"04.09.25";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-188,85";"";"";""
